Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Leonidas1975,@Leonidas197521,,,,,3,https://twitter.com/Leonidas197521/status/1787639166089454056,https://twitter.com/Leonidas197521,Y por que los estudiantes judios no van armados con palos y bates de beisbol ?  Pero que pendejos,6 may.,2024-05-07T00:22:44.000Z
Alexandru,@alex27solis,,,,1,77,https://twitter.com/alex27solis/status/1789380968760881203,https://twitter.com/alex27solis,"Sí, hay libros que explican el odio de los nazis a los judios, solo falta leer un poco.",11 may.,2024-05-11T19:44:02.000Z
Ñindo,@indoopp,,,,,4,https://twitter.com/indoopp/status/1787072754342129730,https://twitter.com/indoopp,Ella inclina la cerviz ante sus amados judíos criollos sionistas genocidas.,5 may.,2024-05-05T10:52:01.000Z
Ac.,@imanol02,,,,,11,https://twitter.com/imanol02/status/1789817777865265574,https://twitter.com/imanol02,"No se si todos los judíos son iguales pero lo que buscan es erradicar una etnia, una cultura en general acabar con los malos y con los inocentes como lo han hecho hasta hoy, es asqueroso que se levanten después de los Nazis este tipo de acciones, actúan como ellos.",8h,2024-05-13T00:39:46.000Z
Markitos,@marcoscohen01,,,,1,12,https://twitter.com/marcoscohen01/status/1787551688888361428,https://twitter.com/marcoscohen01,"Jorge, esto ya esta aprobado que es manipulación, antes del 67 las zonas verdes eran Jordania y Egipto, no palestina. Palestinos antes del 48 eran judíos y árabes, googlea quien era yasser arafat y cuando se creo la OLP, y cual es su objetivo.",6 may.,2024-05-06T18:35:08.000Z
Cerbero,@elgalloalex,,,,,4,https://twitter.com/elgalloalex/status/1788181826965582191,https://twitter.com/elgalloalex,"Los hermanos Judíos no pueden ir a Europa solos, en grupo de no menos de 5 para poder protegerse",8 may.,2024-05-08T12:19:05.000Z
MagicToy,@mikkytoyboy,,,1,,11,https://twitter.com/mikkytoyboy/status/1788789236923052101,https://twitter.com/mikkytoyboy,Suceptibles anlgunos judios,9 may.,2024-05-10T04:32:42.000Z
MagicToy,@mikkytoyboy,,,1,,11,https://twitter.com/mikkytoyboy/status/1788789236923052101,https://twitter.com/mikkytoyboy,Suceptibles anlgunos judios,9 may.,2024-05-10T04:32:42.000Z
vingvasq,@vingvasq,,,5,,124,https://twitter.com/vingvasq/status/1789114143909290287,https://twitter.com/vingvasq,Palestina desapareció desde el momento que el imperio británico dejó a dos bandos peleando y no puso orden desde el principio. La mayoría de los judíos eran europeos por lo que Europa debió indemnizarlos y darle la mitad de Alemania.,10 may.,2024-05-11T02:03:46.000Z
JLCastillero,@jorgeivanc,,,1,1,33,https://twitter.com/jorgeivanc/status/1789664895874547750,https://twitter.com/jorgeivanc,"Abre los ojos, vives en la misma Europa q asesinó o fue cómplice del genocidio de 6 millones de judíos, q los ha reemplazado con muchos más millones de musulmanes. La Europa antes cristiana q cierra sus templos, los convierte en museos y discotecas y abre decenas de mezquitas",18h,2024-05-12T14:32:16.000Z
