Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
José Escudero,@joseEscuderog,,,1,,7,https://twitter.com/joseEscuderog/status/1788385320402063784,https://twitter.com/joseEscuderog,"GRACIAS, GRACIAS, GRACIAS, LA MINA SE VA!",8 may.,2024-05-09T01:47:41.000Z
Edgar Arturo Batista,@RecoPanama,,,1,1,186,https://twitter.com/RecoPanama/status/1788057284586733798,https://twitter.com/RecoPanama,Con todo respeto no lo dude pero quien se va hacer cargo del cierre parcial de Eda mina aún nadie da respuesta a eso o pregunta que es peor creo q hay q negociar un cierre,7 may.,2024-05-08T04:04:11.000Z
July Romero #YoMeCuido,@julyromero,,,,1,82,https://twitter.com/julyromero/status/1788922199534911815,https://twitter.com/julyromero,"¿Habló de la mina?
Que siga con el slogan “más chenchén pa’ tu bolsillo” me preocupa. ¿Más subsidios? ¿De dónde va a salir? Igual que el proyecto de tu primer empleo. La idea es buena, pero necesita recursos. ¿Subirá el ITBMS?",10 may.,2024-05-10T13:21:03.000Z
María Urriola,@mcuesoka06,,1,1,,98,https://twitter.com/mcuesoka06/status/1788582858635780550,https://twitter.com/mcuesoka06,Me hiciste la mañana de jueves con esto Alcira RaquelPon tu cepillo de diente... Humor complicado y los con el tema de la mina,9 may.,2024-05-09T14:52:38.000Z
José Escudero,@joseEscuderog,,3,4,1,528,https://twitter.com/joseEscuderog/status/1789460160861106676,https://twitter.com/joseEscuderog,"Esto APENAS EMPIEZA... guarde el tuit, el primer choque va ser la mina IRRESPETUOSA y el que no la quieran sacar!
NO SABEN COMO CERRAR LA MINA? Denme 5 candados y un rifle de francotirador y verán que TODO LO DEVASTADO SE PONE VERDE!",11 may.,2024-05-12T00:58:43.000Z
"Díos, en tus manos pongo mi vida y mi destino.",@SusanaS26255320,,,,,29,https://twitter.com/SusanaS26255320/status/1789035356756553834,https://twitter.com/SusanaS26255320,A la Mina...,10 may.,2024-05-10T20:50:42.000Z
Badgirlbucal,@QueenGambit12,,,1,,71,https://twitter.com/QueenGambit12/status/1788408842562285852,https://twitter.com/QueenGambit12,Ya desaparezcan ustedes no pueden abrir ni una mina más en este país!!!,8 may.,2024-05-09T03:21:09.000Z
Dayana H.,@Dayanahg_,,,,,45,https://twitter.com/Dayanahg_/status/1787279443330748612,https://twitter.com/Dayanahg_,"Después no se quejen, no se lamente y el año pasado disque protestando por la mina, por la corrupción y va ganando un hombre como Mulino. Colón olvidó lo que hizo por allá por el 2012…",5 may.,2024-05-06T00:33:19.000Z
Edelberto Castillo,@EdelbertoCas,,,,,47,https://twitter.com/EdelbertoCas/status/1789319034678239284,https://twitter.com/EdelbertoCas,"Todo eso, hay que eliminarlo. Con mina o sin mina.",11 may.,2024-05-11T15:37:56.000Z
Alejandro Perez,@aeperezt,,1,2,,42,https://twitter.com/aeperezt/status/1788001886701781001,https://twitter.com/aeperezt,"Creo que la mina nos volvio a poner un presidente, pero necesitab controlar la asamblea y por eso estan detras de todas las curules que puedan para asi tener su mayoria. Como duele, tenemos un frente de tormenta adelante.",7 may.,2024-05-08T00:24:03.000Z
